OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
1,usa,na,Devens Reserve Forces Tng Area,no,no,no,na, ,f9f35d60-b757-448a-9683-ebc2e518a310,Devens Reserve Forces Tng Area,act,usar,ma,0.00225284436385509,0.324854074815665
2,usa,na,Fort Campbell,no,yes,no,na, ,7dc7f20f-6983-4e95-a593-a3299fb37d9f,Fort Campbell,act,usa,tn,0.0426746552900568,1.38826998927591
3,usa,na,NG Snake Creek TS Miramar,no,no,no,na, ,e33df005-0713-4e64-8ebe-10dd700cbd60,NG Snake Creek TS Miramar,act,armyNationalGuard,fl,0.000116294921554072,0.0464781701395715
4,usa,na,Piñon Canyon Maneuver Site,no,yes,no,na, ,0582f20a-d60a-4468-89e0-6fdade6f3e0c,Piñon Canyon Maneuver Site,act,usa,co,0.0971086052513783,1.77697111537376
5,usa,na,Stewart Annex,no,no,no,na, ,0d629ab9-bead-4263-8d09-663887ea1100,Stewart Annex,act,usa,ny,4.40629446529783E-06,0.00989086397674018
6,usa,na,NG Sandson AASF,no,no,no,na, ,fd6498b4-9e6a-4547-8a64-a3d329b02f88,NG Sandson AASF,act,armyNationalGuard,va,3.75180773062311E-05,0.0279662520747281
7,usa,na,NG AASF02 Birmingham,no,no,no,na, ,798d2939-75f9-40b5-a14d-62658e117737,NG AASF02 Birmingham,act,armyNationalGuard,al,8.75687806001224E-06,0.0120572443341742
8,usa,na,Aliamanu Military Reservation,no,no,no,na, ,f573a5d2-2916-404e-b39b-b50b77e9a658,Aliamanu Military Reservation,act,usa,hi,0.000214081970062085,0.0943222717051644
9,usa,na,Allen Stagefield AL,no,no,no,na, ,2a89f870-a3c3-47fe-bd42-c391fd11f473,Allen Stagefield AL,act,usa,al,4.32939518759667E-05,0.0266014903681706
10,usa,na,Anniston Army Depot,no,yes,no,na, ,e0622832-7263-4b42-a25e-371e105a8f36,Anniston Army Depot,act,usa,al,0.00615172425727906,0.450615606591333
11,usa,na,NG Arden Hills Army Training Site,no,no,no,na, ,567b9eee-fd5e-41ad-ae5e-4b298bb5883c,NG Arden Hills Army Training Site,act,armyNationalGuard,mn,0.000693833349941997,0.143514186656092
12,usa,na,Arlington National Cemetery,no,no,no,na, ,38d53478-968b-4491-9159-6f0f51262cab,Arlington National Cemetery,act,usa,va,0.000261561823890588,0.0987602913707697
14,usa,na,NG Auburn Training Site,no,no,no,na, ,59d1a8b5-b6e8-40b2-820d-daaea214ae39,NG Auburn Training Site,act,armyNationalGuard,me,8.01836640675901E-05,0.0584161398079149
15,usa,na,NG Bangor Training Site,no,no,no,na, ,2261d4b2-865d-4849-962f-786e69352d3f,NG Bangor Training Site,act,armyNationalGuard,me,9.46730906434823E-05,0.0724202302120256
17,usa,na,NG Beightler Armory,no,no,no,na, ,691bb642-ae32-4683-b4c7-ac7150179c30,NG Beightler Armory,act,armyNationalGuard,oh,7.44881776881812E-06,0.0109736295269336
22,usa,na,Naval Research Laboratory – Blossom Point,no,yes,no,na, ,0f144531-02c5-471e-bbac-5ff8e789cc1f,Naval Research Laboratory – Blossom Point,act,usa,md,0.000661037293639311,0.117664862240368
23,usa,na,Blue Grass Army Depot,no,yes,no,na, ,4ab3d989-95e4-45fd-91c2-19b9130a7e37,Blue Grass Army Depot,act,usa,ky,0.0060269465334386,0.341741833036766
24,usa,na,NG Bog Brook Training Site,no,no,no,na, ,25846d9d-36dc-4995-a8e7-698e61532d7f,NG Bog Brook Training Site,act,armyNationalGuard,me,9.52695841078821E-05,0.101911769007113
25,usa,na,NG Bremerton,no,no,no,na, ,e2ab1296-a74e-4252-b3d4-116f0a651cff,NG Bremerton,act,armyNationalGuard,wa,3.91337121072866E-05,0.0252300261152834
26,usa,na,Brown 4b Stagefield AL,no,no,no,na, ,981277e4-086c-424d-bc0a-d3609d2b2d37,Brown 4b Stagefield AL,act,usa,al,6.26350583843305E-05,0.0320383984111873
27,usa,na,Cairns Basefield AL,no,no,no,na, ,0740c4a2-175d-46e0-8ef9-6d852d584773,Cairns Basefield AL,act,usa,al,0.000494519872745514,0.117449682970421
29,usa,na,NG Camp Ashland,no,no,no,na, ,aa1f9f5c-2e82-45b2-b688-aa028f82edf0,NG Camp Ashland,act,armyNationalGuard,ne,0.000482719161398082,0.139408877369188
30,usa,na,NG Camp Atterbury,no,no,no,na, ,7dfbd048-41f5-4a73-b601-2e890080e886,NG Camp Atterbury,act,armyNationalGuard,in,0.0147936273240248,0.674004091117281
32,usa,na,Camp Dodge,no,yes,no,na, ,07f1633b-a905-49f2-8985-f6431af55d8c,Camp Dodge,act,armyNationalGuard,ia,0.0145667652182055,3.71614794083355
37,usa,na,NG Camp Joseph T Robinson,no,no,no,na, ,9fdbd0d1-b09a-493a-afee-be3473bbf9ba,NG Camp Joseph T Robinson,act,armyNationalGuard,ar,0.0131596971334602,0.604068335227265
39,usa,na,Camp MacKall,no,yes,no,na, ,339345fe-d41e-4ffe-96c1-411dfcfc0350,Camp MacKall,act,usa,nc,0.0031872518395665,0.392011851400444
43,usa,na,NG State Military Reservation Camp Pendleton,no,no,no,na, ,798ff067-26b6-44b3-ab7f-af20f953880f,NG State Military Reservation Camp Pendleton,act,armyNationalGuard,va,0.000127899441782993,0.0695300281045814
44,usa,na,NG Camp Perry Joint Training Center,no,no,no,na, ,5c5a1a24-19ee-4ca7-806c-df14e718357c,NG Camp Perry Joint Training Center,act,armyNationalGuard,oh,0.000252495268144859,0.104439975763069
47,usa,na,NG Camp Ripley,no,no,no,na, ,33df05ba-5033-413b-8121-5b3c944be543,NG Camp Ripley,act,armyNationalGuard,mn,0.0249069898809857,1.67692508177504
48,usa,na,NG Camp Sherman Joint Training Center,no,no,no,na, ,2a7b4710-fc16-40f0-b1d0-2f92d7a7b966,NG Camp Sherman Joint Training Center,act,armyNationalGuard,oh,0.000192751411304926,0.0794955359212516
49,usa,na,NG Camp Smith Tng Site,no,no,no,na, ,7b334e9c-85a6-47fa-85b1-7904fb89d52b,NG Camp Smith Tng Site,act,armyNationalGuard,ny,0.000684507954083591,0.144212599684044
52,usa,na,NG Camp Williams Tomah MTA,no,no,no,na, ,1ca95968-17a4-4b27-be07-6a5300ec4cd0,NG Camp Williams Tomah MTA,act,armyNationalGuard,wi,5.16318013978889E-05,0.0478918860954461
54,usa,na,Carlisle Barracks,no,no,no,na, ,51e906dc-3cdd-4b03-b18f-6bd38cd72e56,Carlisle Barracks,act,usa,pa,0.000191407645843356,0.0883864628086775
55,usa,na,NG Carville Gillis Long Center,no,no,no,na, ,65a64356-d096-495c-b27c-4727d07f0387,NG Carville Gillis Long Center,act,armyNationalGuard,la,0.000134905393679219,0.0472825896716175
56,usa,na,Military Ocean Terminal Concord,no,yes,no,na, ,c663ab45-3189-4363-9867-88bb5a610047,Military Ocean Terminal Concord,act,usa,ca,0.00238301815852537,1.03054762416525
58,usa,na,NG CTC Camp Dawson-Kingwood,no,no,no,na, ,f256bf6a-6267-4b74-a912-6da4edf06645,NG CTC Camp Dawson-Kingwood,act,armyNationalGuard,wv,0.000741743985372523,0.243258679093964
59,usa,na,NG CTC Fort Custer Trng Center,no,no,no,na, ,47df5fbe-839c-4002-bd5b-0b02a85f1369,NG CTC Fort Custer Trng Center,act,armyNationalGuard,mi,0.00331493700036845,0.320624400104286
60,usa,na,Camp Frank D Merrill,no,no,no,na, ,39cbe428-72e9-4e4b-ac02-f31d05541984,Camp Frank D Merrill,act,usa,ga,0.000114629041718217,0.0647580640004099
62,usa,na,Defense Distrib Depot Susq,no,no,no,na, ,ffe23e22-09ae-4201-89fe-06aaf1b41ea7,Defense Distrib Depot Susq,act,usa,pa,0.000359028651018889,0.110160194752542
63,usa,na,Defense Supply Center Columbus,no,no,no,na, ,6c4f7f4c-9ffd-4b61-87df-45500bb177d6,Defense Supply Center Columbus,act,usa,oh,0.000246776934091031,0.0723006540346051
64,usa,na,Tooele Army Depot ,no,yes,no,na, ,a3f58d58-abe5-42d7-b117-7d6c3a0aaf9c,Tooele Army Depot ,act,usa,ut,0.0193101873155683,1.01988275348008
65,usa,na,Destin Moreno Point,no,no,no,na, ,bf9d786b-900c-4246-b3e7-1abf511d424d,Destin Moreno Point,act,usa,fl,4.85206896883028E-06,0.00954849002352461
66,usa,na,Detroit Arsenal,no,yes,no,na, ,e97343e3-8c10-4683-a52e-bf4345756e42,Detroit Arsenal,act,usa,mi,8.1536917377889E-05,0.0435165449682301
67,usa,na,Dillingham Mil Res,no,no,no,na, ,b6e713e6-a05d-4d5e-85bc-e67721dd1320,Dillingham Mil Res,act,usa,hi,0.000221311953972902,0.0963714570526919
68,usa,na,West Desert Test Center,no,yes,no,na, ,6debd71d-5c7b-42e3-94a1-9e1b8cb74bed,West Desert Test Center,act,usa,ut,0.342422708911727,2.96340073126316
69,usa,na,NG Duluth NG Armory,no,no,no,na, ,a7d7d927-5dbc-4948-a6cf-3f63c446f125,NG Duluth NG Armory,act,armyNationalGuard,mn,3.28569331031758E-06,0.007284840951722
70,usa,na,NG Edgemeade TS Mtn Home,no,no,no,na, ,f98b9c29-2fe5-427f-8dc9-85d07aa364bd,NG Edgemeade TS Mtn Home,act,armyNationalGuard,id,6.65823645249475E-05,0.0393883025574153
71,usa,na,NG Esler Field,no,no,no,na, ,98bee526-baa3-4026-8e65-1fde39cd7c2c,NG Esler Field,act,armyNationalGuard,la,0.000820188184434301,0.148962785040904
73,usa,na,NG Floyd Edsall Training Center,no,no,no,na, ,599d292d-0611-4bfc-835c-b82e0ce0813d,NG Floyd Edsall Training Center,act,armyNationalGuard,nv,0.000679784418480267,0.141268058723768
74,usa,na,Fort Walker,no,no,no,na, ,d83deba2-5684-44a0-bfb5-3dd692b7cd31,Fort Walker,act,usa,va,0.0310205525686174,0.947094137210786
75,usa,na,Fort Belvoir,no,yes,no,na, ,b82b44a2-e44c-4f63-a4e3-abfc7af6d1e4,Fort Belvoir,act,usa,va,0.00382542316287982,0.57242567771744
76,usa,na,Fort Benjamin Harrison,no,no,no,na, ,b741b905-0e02-4531-b734-a1dfd7992b6c,Fort Benjamin Harrison,clsd,usa,in,2.84634406853002E-05,0.0326663358113248
77,usa,na,Fort Benning,no,yes,no,na, ,841114f1-ee80-4864-9dc1-398fb9ce42a5,Fort Benning,act,usa,ga,0.0704285161511962,1.94977170600974
78,usa,na,Fort Bliss,no,yes,no,na, ,d6c1f14a-d97d-4b66-a386-a33c26d512a8,Fort Bliss,act,usa,tx,0.43272722228256,5.84390735826998
79,usa,na,Fort Buchanan,no,no,no,na, ,cd0a680e-5510-4513-a3aa-8d297ce12114,Fort Buchanan,act,usar,pr,0.000258391698076565,0.103113055963086
80,usa,na,Fort Carson,no,yes,no,na, ,5f3ce61c-733a-4d7d-ac06-3388603194c5,Fort Carson,act,usa,co,0.0576935200981552,1.16000573464376
82,usa,na,Fort De Russy,no,no,no,na, ,6e11332f-1ba1-4670-973f-cdba428098eb,Fort De Russy,act,usa,hi,2.50813793728072E-05,0.0226941705873331
83,usa,na,Fort Detrick,no,yes,no,na, ,33005878-abdd-4b0a-9480-78b9b609ff4c,Fort Detrick,act,usa,md,0.000342674939282667,0.0868219702139801
84,usa,na,Fort Meade,no,yes,no,na, ,d8fd2f72-cced-4aa3-a9c7-cb6f231520ed,Fort Meade,act,usa,md,0.00215271381921411,0.404985293471746
85,usa,na,Fort Eisenhower,no,yes,no,na, ,61a8ca3a-a0d3-4c45-b6c1-ccc739306e03,Fort Eisenhower,act,usa,ga,0.0217607497238532,0.822894537711065
87,usa,na,Fort Hamilton,no,no,no,na, ,dc982bb3-13d6-45c1-8a76-4979fc47663a,Fort Hamilton,act,usa,ny,5.16562103909796E-05,0.0424996992599725
88,usa,na,Fort Cavazos,no,yes,no,na, ,8e38a081-a367-42c4-a954-6de2212ac54c,Fort Cavazos,act,usa,tx,0.0838513513995167,3.37896832899185
89,usa,na,Fort Huachuca,no,yes,no,na, ,21e3c0b6-d048-4ed3-a751-8ab519dd2cf5,Fort Huachuca,act,usa,az,0.0311289004048376,1.08810714919746
90,usa,na,Fort Hunter Liggett,no,no,no,na, ,f98ccfbc-5ebb-43af-9f2c-d78a1b989c2a,Fort Hunter Liggett,act,usar,ca,0.0649730973204896,1.97940369784075
92,usa,na,Fort Jackson,no,no,no,na, ,259fae1c-edf8-4b84-a68d-15bac2eef209,Fort Jackson,act,usa,sc,0.020601755178177,0.637320664799658
93,usa,na,Fort Knox,no,yes,no,na, ,ed138342-8a1b-475f-91a4-81eaff889879,Fort Knox,act,usa,ky,0.0452267121851986,1.43792737297398
95,usa,na,Fort Gregg-Adams,no,yes,no,na, ,36a2295d-1ef6-4dc9-aa84-3138c3ddde45,Fort Gregg-Adams,act,usa,va,0.00232886806652988,0.381112943842249
96,usa,na,Fort Leonard Wood,no,yes,no,na, ,ae56ffa0-5e87-4bed-88d7-6111a685e5dd,Fort Leonard Wood,act,usa,mo,0.0255136990895153,0.87238657546307
98,usa,na,Fort McCoy,no,no,no,na, ,f1c5d136-ef82-49a7-9c9a-f25898b7748d,Fort McCoy,act,usar,wi,0.0271206409547631,1.1243994076732
99,usa,na,Fort Monroe,no,no,no,na, ,ea224eb3-f88c-4089-afd7-139b33787855,Fort Monroe,care,usa,va,0.000230040541964627,0.164760271900367
100,usa,na,Joint Base Myer-Henderson Hall,no,yes,yes,na, ,1d0e0651-72f2-441d-a153-83851c9500a6,Joint Base Myer-Henderson Hall,act,usa,va,0.000159826405933927,0.119486678529097
101,usa,na,NG Fort Barfoot MTC & FMS 15,no,no,no,na, ,b0befd34-da9c-4431-8bbb-33960edad323,NG Fort Barfoot MTC & FMS 15,act,armyNationalGuard,va,0.0168477941813696,1.08254526252773
102,usa,na,Fort Johnson,no,yes,no,na, ,28dcf1c5-b2f4-4df4-9d6b-df280e242491,Fort Johnson,act,usa,la,0.092955853297551,5.10916784496891
103,usa,na,Fort Riley,no,yes,no,na, ,b701695b-e6a0-4d81-9601-313c4e57af55,Fort Riley,act,usa,ks,0.042918622406205,1.28899130011145
104,usa,na,Fort Novosel ,no,yes,no,na, ,bca89c7f-88ba-44eb-bb83-d60fac207c9b,Fort Novosel ,act,usa,al,0.0223086222354141,0.94658956467504
105,usa,na,Fort Shafter,no,yes,no,na, ,fe9c6318-d6de-4231-a8bc-afa193c4387c,Fort Shafter,act,usa,hi,0.000211600624000085,0.108764048566424
106,usa,na,Fort Sill,no,yes,no,na, ,13c64344-e9b2-40c4-a4ac-8c5c24b6166d,Fort Sill,act,usa,ok,0.0373223274091288,1.30557758242363
107,usa,na,Fort Stewart,no,yes,no,na, ,56a838a1-e0ef-49e8-85e6-bc37aa227b2e,Fort Stewart,act,usa,ga,0.107905070507059,1.5453813915681
108,usa,na,Fort Wainwright,no,yes,no,na, ,521056a7-0f7a-488e-958a-2d4f04e30c10,Fort Wainwright,act,usa,ak,1.19339722695693,14.2270860623936
113,usa,na,NG Ft Allen Rq 177,no,no,no,na, ,0d6cca93-d86f-47e1-b822-dbae6ee2809f,NG Ft Allen Rq 177,act,armyNationalGuard,pr,0.000258228344819145,0.129282876954239
114,usa,na,NG Ft Ruger,no,no,no,na, ,423e1340-977f-4c64-be8a-3b2ceb37a786,NG Ft Ruger,act,armyNationalGuard,hi,0.000114623462482606,0.067305853119191
115,usa,na,Goldberg Stagefield AL,no,no,no,na, ,42c7be14-a642-4128-a91e-1fee75bfa009,Goldberg Stagefield AL,act,usa,al,3.9589962170794E-05,0.0270323091816922
116,usa,na,NG Grand Island AASF/RC,no,no,no,na, ,b09de2f5-80b1-4c5c-bd52-258f3565a25f,NG Grand Island AASF/RC,act,armyNationalGuard,ne,2.15957550153689E-05,0.0179751710507012
117,usa,na,Grand Prairie Reserve Complex,no,no,no,na, ,e6311d69-8cab-4942-ae1c-a66175a12f5a,Grand Prairie Reserve Complex,act,usar,tx,2.90492832846212E-05,0.0247736437749882
118,usa,na,Green River Test Complex UT,no,no,no,na, ,4de3b241-b7a0-4ee2-9b51-b22b7867248d,Green River Test Complex UT,semi,usa,ut,0.0010671851027837,0.259756656455092
120,usa,na,NG GUARNG Barrigada Complex,no,no,no,na, ,959ef008-23bd-4af8-a37d-f13d1355fd17,NG GUARNG Barrigada Complex,act,armyNationalGuard,gu,1.73087976236275E-05,0.0185414425779376
122,usa,na,NG Hammond Airport,no,no,no,na, ,d3ebaa05-fe7d-4486-b62c-3222cfb01faa,NG Hammond Airport,act,armyNationalGuard,la,5.68399254916585E-05,0.0322808080176964
124,usa,na,Hawthorne Army Depot,no,yes,no,na, ,cefbe0e5-7d16-412b-b970-41a5800b02eb,Hawthorne Army Depot,act,usa,nv,0.0610821039053917,2.61551181184042
125,usa,na,Helemano Military Reservation,no,no,no,na, ,3e6c6a0a-ae63-42aa-98ab-b1c6feeaf08f,Helemano Military Reservation,act,usa,hi,9.94916607846008E-05,0.0438175254416329
126,usa,na,NG Helena Aviation RC- AASF- C12,no,no,no,na, ,888426cc-e6da-499d-ab29-52484a469e96,NG Helena Aviation RC- AASF- C12,act,armyNationalGuard,mt,2.85213191091316E-05,0.023560048217285
127,usa,na,Highbluff Stagefield AL,no,no,no,na, ,a8d231e3-543b-421f-8a86-fbe217c97c94,Highbluff Stagefield AL,act,usa,al,7.16164124696661E-05,0.038167208731205
129,usa,na,NG Hollis Plains Training Site,no,no,no,na, ,e60d2b93-65c3-4de0-a3fe-866fccae0725,NG Hollis Plains Training Site,act,armyNationalGuard,me,0.000185800095550803,0.0590937956540832
130,usa,na,Holston Army Ammunition Plant,no,yes,no,na, ,02237e38-92c5-4117-b0aa-fcde1f398e03,Holston Army Ammunition Plant,act,usa,tn,0.0024667960115039,0.618888401111241
131,usa,na,Hunt Stagefield AL,no,no,no,na, ,cd484901-0dc2-4b69-8d69-4d54e028e845,Hunt Stagefield AL,act,usa,al,4.9211121904591E-05,0.0297821466039404
133,usa,na,Indiana Army Ammunition Plant,no,no,no,na, ,b646fcbf-8102-4b48-96f6-64aabe2415c1,Indiana Army Ammunition Plant,clsd,usa,in,0.00064230533484988,0.114146118032344
134,usa,na,NG Indianapolis 38 ID,no,no,no,na, ,acc49b72-e37f-48f1-8f17-d393883754ad,NG Indianapolis 38 ID,act,armyNationalGuard,in,1.99054215954675E-05,0.0182703791906101
135,usa,na,Iowa Army Ammunition Plant,no,yes,no,na, ,9a813200-ca0d-4c52-b8ca-e7badfbf0162,Iowa Army Ammunition Plant,act,usa,ia,0.00929178519368179,0.453397670162437
136,usa,na,NG ITC Camp San Luis Obisbo,no,no,no,na, ,a5d2c3b7-bc00-467d-aa4f-8719a463fb97,NG ITC Camp San Luis Obisbo,act,armyNationalGuard,ca,0.00221424637175005,0.388555744875194
137,usa,na,NG Jackson Airport Armory,no,no,no,na, ,fb1101bc-3be7-418d-8c63-c9d768226d4c,NG Jackson Airport Armory,act,armyNationalGuard,tn,2.58600969118561E-05,0.0205566412286041
138,usa,na,NG Jackson Bks,no,no,no,na, ,c9cebd04-9506-410d-aa20-f4973b5cb7e4,NG Jackson Bks,act,armyNationalGuard,la,4.51502812666149E-05,0.06236204343075
139,usa,na,Jefferson Proving Ground,no,no,no,na, ,bbe9b1c8-c122-4e06-879b-23353d308578,Jefferson Proving Ground,clsd,usa,in,0.0221981082606817,1.09944582154259
140,usa,na,NG Montgomery JFHQ AFRC / CSMS 01,no,no,no,na, ,b28f1fa1-8865-4f81-aa5e-68e3d8b77142,NG Montgomery JFHQ AFRC / CSMS 01,act,armyNationalGuard,al,2.59299508797994E-05,0.0205701256321658
141,usa,na,NG Johnson City Gray,no,no,no,na, ,08dd6e3a-e21a-425b-90ca-6c6de4a55189,NG Johnson City Gray,act,armyNationalGuard,tn,4.36333511970588E-05,0.0275086570592479
142,usa,na,Kahuku Tng Area,no,no,no,na, ,a56db85b-b632-4bcc-9279-7272cda80d5b,Kahuku Tng Area,act,usa,hi,0.00334018022590499,0.406631316175377
143,usa,na,NG Kalaeloa,no,no,no,na, ,a74ba897-e2fb-4231-9e31-1a358daa8037,NG Kalaeloa,act,armyNationalGuard,hi,6.09187024685296E-05,0.049564763948043
144,usa,na,Kawaihae Mil Reserve,no,no,no,na, ,4687118b-e287-4adb-9785-cabf50b460c7,Kawaihae Mil Reserve,act,usa,hi,8.51159097692289E-06,0.0401089092843185
145,usa,na,Kilauea Mil Reserve,no,no,no,na, ,6a0f6be0-31a3-4e26-8bc0-33aa904f0872,Kilauea Mil Reserve,act,usa,hi,1.89083618806762E-05,0.0190368184047715
146,usa,na,Kipapa Ammo Storage Site,no,no,no,na, ,958e7f6e-f131-45bd-8cd8-20efc09c3eae,Kipapa Ammo Storage Site,excs,usa,hi,0.000132841101423309,0.0959307034055277
147,usa,na,Lake City Army Ammunition Plant,no,yes,no,na, ,23cdd63d-2fc3-4c97-9550-2af0d9c4a9d4,Lake City Army Ammunition Plant,act,usa,mo,0.00182346040787706,0.196400129095891
148,usa,na,Lake Of The Ozarks Recreation,no,no,no,na, ,79bb0051-9039-4f21-afd4-d9dfbdfefaca,Lake Of The Ozarks Recreation,act,usa,mo,0.000133150067313181,0.0639325881438634
150,usa,na,NG Lansing Joint Forces Readiness Center,no,no,no,na, ,e2d025ee-8418-4b27-a9e2-46f30b3531d7,NG Lansing Joint Forces Readiness Center,act,armyNationalGuard,mi,2.58645941357827E-05,0.0238832173169876
151,usa,na,NG Las Cruces,no,no,no,na, ,8f50aa31-b7d3-4b88-912d-4f8dfd19c7de,NG Las Cruces,act,armyNationalGuard,nm,3.62090452199482E-05,0.0347863967913616
152,usa,na,NG Lawrenceville,no,no,no,na, ,d9239156-a5d7-4c19-ad30-8e94df471bd3,NG Lawrenceville,act,armyNationalGuard,nj,3.41328466220148E-05,0.0275275737951693
153,usa,na,Letterkenny Army Depot,no,yes,no,na, ,8b37f3d8-9a1d-4d44-8c23-813838ba97b4,Letterkenny Army Depot,act,usa,pa,0.00765593074606841,0.457786090387142
154,usa,na,NG Lexington AASF No 1,no,no,no,na, ,3e70683b-7147-4dae-99ae-e05ccc48ae7a,NG Lexington AASF No 1,act,armyNationalGuard,ok,0.00012504302594607,0.0593010036554384
